# ZAP rules for the nightly full scan against k3d, through Traefik (#1421). Read by dast.yml through `-c`.
#
# One line per rule: id, level, name. FAIL turns the run red. WARN is for the reader of the report.
# IGNORE silences the rule, and every IGNORE carries the date and the reason on the line above it,
# like `.trivyignore` — one without is a review finding. A `#` line is a comment to ZAP too.
#
# FAIL is what the chart guarantees or what no site should ever show: the headers
# `security-headers-middleware.yaml` sets on every response, no CSP missing, no server banner, no
# stack trace, no injection. A rule was promoted to FAIL only after it passed once, on 2026-09-14.
# A WARN with a note names the issue that will promote it.
#
# The ids and names come from the pinned image's `-g` output. A new rule in a newer image arrives
# at WARN by default (`-i` is not set), and the rule-count floor in scan-coverage-baseline.txt is
# what says the set moved.
90001	WARN	(Insecure JSF ViewState - Passive/release)
90002	FAIL	(Java Serialization Object - Passive/release)
90003	WARN	(Sub Resource Integrity Attribute Missing - Passive/release)
90004	FAIL	(Insufficient Site Isolation Against Spectre Vulnerability - Passive/beta)
90011	WARN	(Charset Mismatch - Passive/release)
90017	FAIL	(XSLT Injection - Active/release)
90019	FAIL	(Server Side Code Injection - Active/release)
90020	FAIL	(Remote OS Command Injection - Active/release)
90021	FAIL	(XPath Injection - Active/release)
90022	FAIL	(Application Error Disclosure - Passive/release)
90023	FAIL	(XML External Entity Attack - Active/release)
90024	FAIL	(Generic Padding Oracle - Active/release)
90025	WARN	(Expression Language Injection - Active/beta)
90026	WARN	(SOAP Action Spoofing - Active/beta)
90027	WARN	(Cookie Slack Detector - Active/beta)
90028	WARN	(Insecure HTTP Method - Active/beta)
90029	WARN	(SOAP XML Injection - Active/beta)
90030	WARN	(WSDL File Detection - Passive/beta)
90033	WARN	(Loosely Scoped Cookie - Passive/release)
90034	FAIL	(Cloud Metadata Potentially Exposed - Active/release)
90035	FAIL	(Server Side Template Injection - Active/release)
90036	FAIL	(Server Side Template Injection (Blind) - Active/release)
90037	FAIL	(Remote OS Command Injection (Time Based) - Active/release)
90039	WARN	(NoSQL Injection - MongoDB (Time Based) - Active/beta)
